case_id,event_type,node,migration_status,existing_context,proposed_context,missing_fields,evidence_basis,confidence,notes
case_2009_russia_ukraine_gas_transit_dispute,pipeline gas transit disruption and energy security shock,pipeline_infrastructure,resolvable,{},"{""canonical_context"": ""energy_distribution_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""pipeline_infrastructure"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""gas_transit_dispute""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2009_russia_ukraine_gas_transit_dispute,pipeline gas transit disruption and energy security shock,petrochemicals,resolvable,{},"{""canonical_context"": ""petrochemical_feedstock_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""petrochemicals"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""gas_transit_dispute""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2009_russia_ukraine_gas_transit_dispute,pipeline gas transit disruption and energy security shock,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_2009_russia_ukraine_gas_transit_dispute,pipeline gas transit disruption and energy security shock,trade_lanes,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""trade_lanes"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""gas_transit_dispute""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2009_russia_ukraine_gas_transit_dispute,pipeline gas transit disruption and energy security shock,lng_shipping,resolvable,{},"{""canonical_context"": ""energy_shipping_sanctions_route_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""lng_shipping"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""gas_transit_dispute""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2011_libya_civil_war_oil_disruption,civil conflict and oil infrastructure supply disruption,energy,ambiguous,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,low,Existing frozen vocabulary and raw case fields do not support a precise node-level context.
case_2011_libya_civil_war_oil_disruption,civil conflict and oil infrastructure supply disruption,refining,resolvable,{},"{""canonical_context"": ""refining_feedstock_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""refining"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""civil_conflict_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2011_libya_civil_war_oil_disruption,civil conflict and oil infrastructure supply disruption,petrochemicals,resolvable,{},"{""canonical_context"": ""petrochemical_feedstock_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""petrochemicals"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""civil_conflict_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2011_libya_civil_war_oil_disruption,civil conflict and oil infrastructure supply disruption,oil_shipping,resolvable,{},"{""canonical_context"": ""oil_shipping_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""oil_shipping"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""civil_conflict_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2011_libya_civil_war_oil_disruption,civil conflict and oil infrastructure supply disruption,aviation,already_migrated,"{""canonical_context"": ""transport_fuel_cost_exposure"", ""constraint_type"": ""cost_increase"", ""node"": ""aviation"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""jet_fuel_feedstock_exposure""}","{""canonical_context"": ""transport_fuel_cost_exposure"", ""constraint_type"": ""cost_increase"", ""node"": ""aviation"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""jet_fuel_feedstock_exposure""}",,existing development-enriched node context,high,Preserved without modification.
case_2011_libya_civil_war_oil_disruption,civil conflict and oil infrastructure supply disruption,trade_lanes,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""trade_lanes"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""civil_conflict_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2011_libya_civil_war_oil_disruption,civil conflict and oil infrastructure supply disruption,logistics,already_migrated,"{""canonical_context"": ""transport_fuel_cost_exposure"", ""constraint_type"": ""cost_increase"", ""node"": ""logistics"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""fuel_supply_uncertainty""}","{""canonical_context"": ""transport_fuel_cost_exposure"", ""constraint_type"": ""cost_increase"", ""node"": ""logistics"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""fuel_supply_uncertainty""}",,existing development-enriched node context,high,Preserved without modification.
case_2024_ukraine_drone_attacks_russian_refineries,wartime refinery disruption and refined-product supply risk,energy,ambiguous,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,low,Existing frozen vocabulary and raw case fields do not support a precise node-level context.
case_2024_ukraine_drone_attacks_russian_refineries,wartime refinery disruption and refined-product supply risk,refining,resolvable,{},"{""canonical_context"": ""refining_feedstock_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""refining"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""wartime_infrastructure_attack""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2024_ukraine_drone_attacks_russian_refineries,wartime refinery disruption and refined-product supply risk,petrochemicals,resolvable,{},"{""canonical_context"": ""petrochemical_feedstock_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""petrochemicals"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""wartime_infrastructure_attack""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2024_ukraine_drone_attacks_russian_refineries,wartime refinery disruption and refined-product supply risk,pipeline_infrastructure,resolvable,{},"{""canonical_context"": ""energy_distribution_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""pipeline_infrastructure"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""wartime_infrastructure_attack""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2024_ukraine_drone_attacks_russian_refineries,wartime refinery disruption and refined-product supply risk,aviation,ambiguous,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,low,Existing frozen vocabulary and raw case fields do not support a precise node-level context.
case_2024_ukraine_drone_attacks_russian_refineries,wartime refinery disruption and refined-product supply risk,oil_shipping,resolvable,{},"{""canonical_context"": ""oil_shipping_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""oil_shipping"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""wartime_infrastructure_attack""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2010_china_japan_rare_earth_embargo,rare earth export restriction and electronics input disruption,critical_minerals,already_migrated,"{""canonical_context"": ""critical_material_input_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""critical_minerals"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""rare_earth_export_disruption""}","{""canonical_context"": ""critical_material_input_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""critical_minerals"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""rare_earth_export_disruption""}",,existing development-enriched node context,high,Preserved without modification.
case_2010_china_japan_rare_earth_embargo,rare earth export restriction and electronics input disruption,rare_earths,resolvable,{},"{""canonical_context"": ""critical_material_compliance_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""rare_earths"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""territorial_dispute_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2010_china_japan_rare_earth_embargo,rare earth export restriction and electronics input disruption,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_2010_china_japan_rare_earth_embargo,rare earth export restriction and electronics input disruption,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""territorial_dispute_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2010_china_japan_rare_earth_embargo,rare earth export restriction and electronics input disruption,defense,already_migrated,"{""canonical_context"": ""critical_material_input_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""defense"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""rare_earth_input_dependency""}","{""canonical_context"": ""critical_material_input_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""defense"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""rare_earth_input_dependency""}",,existing development-enriched node context,high,Preserved without modification.
case_2010_china_japan_rare_earth_embargo,rare earth export restriction and electronics input disruption,trade_lanes,resolvable,{},"{""canonical_context"": ""tariff_trade_compliance_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""trade_lanes"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""territorial_dispute_escalation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_peru_mine_protests_copper_supply,mining unrest and critical mineral shipment disruption,critical_minerals,resolvable,{},"{""canonical_context"": ""critical_material_input_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""critical_minerals"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""local_political_and_social_unrest""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_peru_mine_protests_copper_supply,mining unrest and critical mineral shipment disruption,battery_materials,ambiguous,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,low,Existing frozen vocabulary and raw case fields do not support a precise node-level context.
case_2022_peru_mine_protests_copper_supply,mining unrest and critical mineral shipment disruption,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_2022_peru_mine_protests_copper_supply,mining unrest and critical mineral shipment disruption,logistics,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""logistics"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""local_political_and_social_unrest""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_peru_mine_protests_copper_supply,mining unrest and critical mineral shipment disruption,trade_lanes,resolvable,{},"{""canonical_context"": ""tariff_trade_compliance_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""trade_lanes"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""local_political_and_social_unrest""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_peru_mine_protests_copper_supply,mining unrest and critical mineral shipment disruption,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""local_political_and_social_unrest""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_panama_cobre_mine_closure,resource contract dispute and critical mineral supply disruption,critical_minerals,resolvable,{},"{""canonical_context"": ""critical_material_input_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""critical_minerals"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""resource_contract_dispute""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_panama_cobre_mine_closure,resource contract dispute and critical mineral supply disruption,battery_materials,ambiguous,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,low,Existing frozen vocabulary and raw case fields do not support a precise node-level context.
case_2023_panama_cobre_mine_closure,resource contract dispute and critical mineral supply disruption,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_2023_panama_cobre_mine_closure,resource contract dispute and critical mineral supply disruption,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""resource_contract_dispute""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_panama_cobre_mine_closure,resource contract dispute and critical mineral supply disruption,ports,resolvable,{},"{""canonical_context"": ""maritime_route_capacity_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""ports"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""resource_contract_dispute""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_panama_cobre_mine_closure,resource contract dispute and critical mineral supply disruption,trade_lanes,resolvable,{},"{""canonical_context"": ""tariff_trade_compliance_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""trade_lanes"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""resource_contract_dispute""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2008_rice_export_restrictions_food_security,food export controls and agricultural trade disruption,agriculture,resolvable,{},"{""canonical_context"": ""agricultural_export_trade_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""agriculture"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""food_inflation_and_policy_pressure""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2008_rice_export_restrictions_food_security,food export controls and agricultural trade disruption,grain_exports,already_migrated,"{""canonical_context"": ""food_export_trade_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""grain_exports"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""rice_export_restrictions""}","{""canonical_context"": ""food_export_trade_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""grain_exports"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""rice_export_restrictions""}",,existing development-enriched node context,high,Preserved without modification.
case_2008_rice_export_restrictions_food_security,food export controls and agricultural trade disruption,food_export_controls,resolvable,{},"{""canonical_context"": ""food_export_trade_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""food_export_controls"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""food_inflation_and_policy_pressure""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2008_rice_export_restrictions_food_security,food export controls and agricultural trade disruption,trade_lanes,resolvable,{},"{""canonical_context"": ""tariff_trade_compliance_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""trade_lanes"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""food_inflation_and_policy_pressure""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2008_rice_export_restrictions_food_security,food export controls and agricultural trade disruption,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""food_inflation_and_policy_pressure""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2008_rice_export_restrictions_food_security,food export controls and agricultural trade disruption,logistics,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""logistics"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""food_inflation_and_policy_pressure""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_russia_fertilizer_export_restrictions,fertilizer export restriction and agricultural input shock,fertilizer,resolvable,{},"{""canonical_context"": ""agricultural_input_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""fertilizer"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""war_and_sanctions_shock""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_russia_fertilizer_export_restrictions,fertilizer export restriction and agricultural input shock,agriculture,already_migrated,"{""canonical_context"": ""agricultural_input_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""agriculture"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""fertilizer_export_restriction""}","{""canonical_context"": ""agricultural_input_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""agriculture"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""fertilizer_export_restriction""}",,existing development-enriched node context,high,Preserved without modification.
case_2022_russia_fertilizer_export_restrictions,fertilizer export restriction and agricultural input shock,energy,already_migrated,"{""canonical_context"": ""energy_feedstock_input_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""energy"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""natural_gas_fertilizer_feedstock_constraint""}","{""canonical_context"": ""energy_feedstock_input_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""energy"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""natural_gas_fertilizer_feedstock_constraint""}",,existing development-enriched node context,high,Preserved without modification.
case_2022_russia_fertilizer_export_restrictions,fertilizer export restriction and agricultural input shock,trade_lanes,resolvable,{},"{""canonical_context"": ""tariff_trade_compliance_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""trade_lanes"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""war_and_sanctions_shock""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_russia_fertilizer_export_restrictions,fertilizer export restriction and agricultural input shock,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""war_and_sanctions_shock""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2022_russia_fertilizer_export_restrictions,fertilizer export restriction and agricultural input shock,logistics,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""logistics"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""war_and_sanctions_shock""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2021_colonial_pipeline_ransomware,cyberattack on pipeline infrastructure and fuel distribution,cyber_infrastructure,resolvable,{},"{""canonical_context"": ""logistics_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""cyber_infrastructure"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""ransomware_intrusion""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2021_colonial_pipeline_ransomware,cyberattack on pipeline infrastructure and fuel distribution,pipeline_infrastructure,resolvable,{},"{""canonical_context"": ""energy_distribution_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""pipeline_infrastructure"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""ransomware_intrusion""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2021_colonial_pipeline_ransomware,cyberattack on pipeline infrastructure and fuel distribution,energy,already_migrated,"{""canonical_context"": ""energy_distribution_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""energy"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""fuel_pipeline_shutdown""}","{""canonical_context"": ""energy_distribution_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""energy"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""fuel_pipeline_shutdown""}",,existing development-enriched node context,high,Preserved without modification.
case_2021_colonial_pipeline_ransomware,cyberattack on pipeline infrastructure and fuel distribution,refining,resolvable,{},"{""canonical_context"": ""refining_feedstock_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""refining"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""ransomware_intrusion""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2021_colonial_pipeline_ransomware,cyberattack on pipeline infrastructure and fuel distribution,aviation,resolvable,{},"{""canonical_context"": ""aerospace_defense_procurement_constraint"", ""constraint_type"": ""security_risk"", ""node"": ""aviation"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""ransomware_intrusion""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2021_colonial_pipeline_ransomware,cyberattack on pipeline infrastructure and fuel distribution,logistics,resolvable,{},"{""canonical_context"": ""logistics_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""logistics"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""ransomware_intrusion""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2021_colonial_pipeline_ransomware,cyberattack on pipeline infrastructure and fuel distribution,freight_routes,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""freight_routes"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""ransomware_intrusion""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_dp_world_australia_cyber_port_disruption,cyberattack on port logistics infrastructure,cyber_infrastructure,resolvable,{},"{""canonical_context"": ""logistics_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""cyber_infrastructure"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""port_cyber_incident""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_dp_world_australia_cyber_port_disruption,cyberattack on port logistics infrastructure,ports,already_migrated,"{""canonical_context"": ""port_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""ports"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""port_terminal_cyber_disruption""}","{""canonical_context"": ""port_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""ports"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""port_terminal_cyber_disruption""}",,existing development-enriched node context,high,Preserved without modification.
case_2023_dp_world_australia_cyber_port_disruption,cyberattack on port logistics infrastructure,container_shipping,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""container_shipping"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""port_cyber_incident""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_dp_world_australia_cyber_port_disruption,cyberattack on port logistics infrastructure,logistics,resolvable,{},"{""canonical_context"": ""logistics_cyber_capacity_constraint"", ""constraint_type"": ""capacity_reduction"", ""node"": ""logistics"", ""shock_type"": ""cyber_disruption"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""port_cyber_incident""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
